sighting_id,datetime,city,state,shape,duration_text,duration_seconds,description,date_posted
3710,2008-08-22 23:35,San Jose,CA,Sphere,not sure,38,While driving at 10:30 PM A bright sphere appeared suddenly in the sky. It was glowing white. It hovered silently for a while then moved away quickly.,2008-09-23
3711,2020-01-04 05:36,Las Cruces,NM,fireball,around 20 minutes,1460,While driving at 10:00 PM My attention was drawn to a fireball-shaped light. Drifted slowly westward. No trail or exhaust visible.,2020-01-11
3712,2014-10-07 19:20,Tampa,FL,Cigar,20 min,823,While driving at predawn Witnessed a cigar-like object at high altitude. The object appeared to descend then rose back up. Reported to MUFON as well.,2014-11-18
3713,2012-07-27 23:00,Las Cruces,NM,circle,less than a minute,290,Returning from work at 2:30 AM Saw a very bright circle-shaped object. It was blue. It zigzagged across the sky before disappearing.,2012-10-21
3714,2014-08-24 08:00,Akron,OH,circle,60 mins,1125,Shortly before 10:00 PM Saw a very bright circle-shaped object. It was yellowish. Flew in a circular pattern. I know what I saw.,2014-09-15
3715,2006-06-28 18:11,Lexington,KY,diamond,less than a minute,941,While camping at 3:00 AM I spotted a glowing diamond shape moving across the sky. It was blue. Drifted slowly westward.,2006-08-27
3716,2017-05-04 16:03,Columbia,SC,sphere,several seconds,56,Returning from work at 9 PM A sphere-shaped object was hovering above us. It was red. Traveled from horizon to horizon in seconds. Other witnesses were present. Temperature seemed to drop.,2017-07-25
3717,2007-08-14 23:21,Trenton,NJ,circle,over an hour,3247, On my way home at midnight Noticed a circle moving erratically across the sky. It hovered silently for a while then moved away quickly. Checked FlightRadar - no aircraft in the area.  ,2007-11-08
3718,2013-07-04 16:55,Arlington,TX,light,10-20 seconds,34,We were sitting outside around 8:30 PM when I spotted a glowing light shape moving across the sky. It zigzagged across the sky before disappearing.,2013-08-03
3719,2012-11-15 17:49,San Jose,CA,Light,~20 min,286,Walking the dog at 1:00 AM What looked like a light was seen in the western sky.  It was multi-colored.  Moved erratically with sudden stops and starts.  Electronics malfunctioned nearby.,2013-01-26
3720,2000-12-31 13:44,Louisville,KY,Light,1-2 minutes,419,Returning from work at 9 PM We saw what appeared to be a light in the sky. It was bright orange. Moved at a very high altitude. Reported to MUFON as well.,2001-01-29
3721,2016-11-04 18:54,Long Beach,CA,Light,  20 seconds,32,At about around 10 Saw a very bright light-shaped object. It was reddish-orange. Traveled from horizon to horizon in seconds.,2016-12-09
3722,2014-02-02 22:42,Fresno,CA,triangle,~60 min,958,On my way home at 11 PM There was a strange triangle hovering over the treeline. It was red. Hovered in place for several minutes without making any sound.,2014-03-19
3723,2001-10-19 09:41,Naperville,IL,LIGHT,30 seconds to 1 minute,1090,Stargazing at around 10 Saw a very bright light-shaped object. It was multi-colored. Hovered in place for several minutes without making any sound.,2001-11-03
3724,2019-08-06 21:07,Fort Worth,TX,Triangle,10-20 seconds,38,At about 10 PM Multiple triangle shaped objects appeared. It was blue. Traveled from horizon to horizon in seconds.,2019-08-11
3725,2014-08-24 18:23,Orlando,FL,CIGAR,a few hours,2463,Shortly before dusk Saw a very bright cigar-shaped object. Made a sharp 90-degree turn which no aircraft could do.,2014-10-11
3726,1997-10-02 09:35,New Haven,CT,circle,20 secs,61,While camping at late evening My attention was drawn to a circle-shaped light. It was bright white. Moved at a very high altitude. Not the first sighting in this area.,1997-11-26
3727,2019-06-19 21:23,Dallas,TX,Fireball,approx. 3 min,358,Walking the dog at 8:30 PM Noticed a fireball moving erratically across the sky. It was orange. Hovered in place for several minutes without making any sound. Partly cloudy. It was much too large to be a drone.,2019-09-04
3728,2007-10-02 03:53,Fort Wayne,IN,fireball,instant,240,Around 8:00 PM Witnessed a fireball-like object at high altitude. Traveled from horizon to horizon in seconds.,2007-11-12
3729,2022-08-31 18:43,Topeka,KS,Light,ongoing,15247,Just after 10:00 PM Witnessed a light-like object at high altitude. Hovered in place for several minutes without making any sound.,2022-10-14
3730,2018-09-06 22:30,Bellevue,WA,OTHER,a few minutes,380,Stargazing at dusk A bright other appeared suddenly in the sky. It was pulsating red. The object appeared to descend then rose back up. I was completely sober.,2018-10-27
3731,2020-10-03 00:27,Denver,CO,light,approx. 3 min,1585,I was outside at sunset when There was a large light object in the northern sky.  Drifted slowly westward.,2020-12-14
3732,2011-12-20 22:42,Santa Fe,NM,Light,20-25 minutes,1204,Shortly before 10:30 PM I noticed a bright light-shaped object in the sky. Remained stationary then vanished. Phone camera would not focus on it. Reported to MUFON as well.,2012-02-26
3733,2023-10-18 18:03,Fort Wayne,IN,circle,instant,95,While driving at just after dark A bright circle appeared suddenly in the sky. It was amber. Hovered in place for several minutes without making any sound.,2023-12-12
3734,2012-06-06 01:07,Akron,OH,Light,a few seconds,46,We were sitting outside around 9 PM when We saw what appeared to be a light in the sky. It was pure white. Remained stationary then vanished.  ,2012-07-03
3735,2023-01-22 21:01,Chandler,AZ,unknown,about half an hour,10895,Walking the dog at just after dark Multiple unknown shaped objects appeared. It was multi-colored. Drifted slowly westward. There were pulsating lights.,2023-01-31
3736,2015-04-13 07:09,Pittsburgh,PA,Disk,ongoing,20201,Stargazing at 10 PM I noticed a bright disk-shaped object in the sky.  It was silver.  It split into two separate lights.  I have seen satellites and this was NOT a satellite.,2015-05-25
3737,2020-11-08 10:28,Sacramento,CA,circle,90-95 minutes,1526,At exactly just after dark Witnessed a circle-like object at high altitude. Hovered in place for several minutes without making any sound. I managed to take a photo but it came out blurry. I have seen satellites and this was NOT a satellite.,2020-12-18
3738,2013-06-12 11:36,Syracuse,NY,Circle,several seconds,12,At about around 10 I noticed a bright circle-shaped object in the sky. It was blue. Made a sharp 90-degree turn which no aircraft could do. I managed to take a photo but it came out blurry. Clear sky conditions.,2013-09-10
3739,2019-07-03 07:07,Allentown,PA,Triangle,over 10 hours,6064,I looked up at 11:00 PM and Multiple triangle shaped objects appeared. It was red. The object appeared to descend then rose back up.,2019-07-16
3740,2015-12-17 22:56,Augusta,GA,Unknown,about 45 hour,6347,On my way home at midnight We saw what appeared to be a unknown in the sky. It split into two separate lights.,2016-01-23
3741,2019-03-09 06:28,El Paso,TX,LIGHT,several seconds,22,Returning from work at 11:00 PM Saw a very bright light-shaped object. It was silver. The object moved in a straight line then suddenly changed direction. Several neighbors also saw it.,2019-05-03
3742,2005-01-02 21:27,Bellevue,WA,FIREBALL,5-10 seconds,73,At exactly midnight What looked like a fireball was seen in the western sky. It hovered silently for a while then moved away quickly.,2005-01-13
3743,2020-06-02 22:47,Concord,NH,circle,a few hours,11802,I was outside at 10:00 PM when We saw what appeared to be a circle in the sky. It was multi-colored. It split into two separate lights. Partly cloudy.,2020-08-28
3744,2014-07-03 14:49,Bethesda,MD,fireball,over 30 hours,2627,I looked up at 10:30 PM and Noticed a fireball moving erratically across the sky.  It was blue.  Flew in a circular pattern.  No sound at all.,2014-08-30
3745,2013-10-03 15:53,Chandler,AZ,light,ongoing,32148,I was outside at 1:00 AM when Saw a very bright light-shaped object. It was green. Moved erratically with sudden stops and starts. No trail or exhaust visible. Clear sky conditions.,2013-11-15
3746,2020-09-01 21:23,Henderson,NV,light,several minutes,277,JUST AFTER 9:15 PM THERE WAS A LARGE LIGHT OBJECT IN THE NORTHERN SKY. IT WAS BRIGHT ORANGE. MOVED ERRATICALLY WITH SUDDEN STOPS AND STARTS. I HAVE NEVER REPORTED ANYTHING LIKE THIS BEFORE.,2020-10-20
3747,2023-12-06 23:10,Concord,NH,Light,3s,201,While driving at 8:30 PM There was a large light object in the northern sky. It was orange. Dropped rapidly then stopped mid-air.,2024-02-22
3748,2016-05-06 22:08,Long Beach,CA,unknown,over 20 hours,6778,AT ABOUT 8:30 PM A SINGLE UNKNOWN OBJECT WAS VISIBLE FOR SEVERAL MINUTES. IT WAS YELLOWISH. MOVED SLOWLY AT FIRST THEN ACCELERATED AT INCREDIBLE SPEED. PARTLY CLOUDY.,2016-07-27
3749,2014-11-04 16:20,Lansing,MI,circle,over an hour,8393,At approximately dusk My attention was drawn to a circle-shaped light. It was red. Dropped rapidly then stopped mid-air. Reported to MUFON as well. Checked FlightRadar - no aircraft in the area.,2014-12-29
3750,2006-09-23 21:13,Houston,TX,sphere,several seconds,70,At approximately 10:30 PM A bright sphere appeared suddenly in the sky. It was reddish-orange. It moved from north to south very slowly. Not the first sighting in this area.,2006-11-10
3751,2001-02-13 16:28,Fort Collins,CO,Light,5-10 seconds,15,Shortly before 8:00 PM I spotted a glowing light shape moving across the sky. It was green. Remained stationary then vanished. I know what I saw.,2001-04-20
3752,2023-08-02 23:01,Annapolis,MD,SPHERE,20 hours,6581,Returning from work at 3:00 AM Noticed a sphere moving erratically across the sky. It was orange. Moved erratically with sudden stops and starts.,2023-10-02
3753,2018-02-12 21:03,Missoula,MT,Circle,2 to 3 minutes,1061,On my way home at late evening I spotted a glowing circle shape moving across the sky. It was yellowish. Dropped rapidly then stopped mid-air. There was a faint buzzing noise. There were no clouds.,2018-05-01
3754,2013-07-04 20:52,Charleston,SC,light,several minutes,1541,Just after 11:45 PM Noticed a light moving erratically across the sky. It was bright white. Remained stationary then vanished. Completely silent. Several neighbors also saw it.,2013-08-27
3755,2011-05-19 21:51,Huntington,WV,circle,split second,33,I was outside at just after dark when Witnessed a circle-like object at high altitude. It was blue. The object moved in a straight line then suddenly changed direction.,2011-05-27
3756,2008-05-08 18:03,Sacramento,CA,Light,5s,276,At approximately late evening I noticed a bright light-shaped object in the sky. It was bright orange. Dropped rapidly then stopped mid-air. Partly cloudy.,2008-05-11
3757,2023-02-06 20:07,Omaha,NE,oval,60 hrs,2387,I looked up at 9 PM and A single oval object was visible for several minutes.  It was bright white.  Moved slowly at first then accelerated at incredible speed.,2023-04-25
3758,2008-03-17 11:34,Seattle,WA,triangle,20 min,1789,At approximately 10:00 PM Noticed a triangle moving erratically across the sky.  It hovered silently for a while then moved away quickly.  Reported to MUFON as well.  My whole family witnessed this.,2008-05-09
3759,2010-12-25 18:54,Rockford,IL,circle,1-2 minutes,226,Just after 10:30 PM There was a large circle object in the northern sky. It was bright white. Traveled from horizon to horizon in seconds. No sound at all. Partly cloudy.,2011-01-09
3760,2019-12-10 17:14,Great Falls,MT,Unknown,90 hrs,11992,While camping at 1:00 AM Witnessed a unknown-like object at high altitude. It was silver. Remained stationary then vanished.,2020-01-07
3761,2010-11-25 23:51,Olympia,WA,circle,split second,81,At approximately 11:45 PM A bright circle appeared suddenly in the sky. Dropped rapidly then stopped mid-air.,2010-12-28
3762,2019-02-23 22:26,Newark,NJ,light,a couple seconds,68,Stargazing at 10 PM Multiple light shaped objects appeared. Drifted slowly westward. My whole family witnessed this. It left a trail behind it.,2019-05-17
3763,2018-09-04 19:27,Augusta,GA,unknown,5-10 seconds,53,Shortly before dusk A bright unknown appeared suddenly in the sky. The object moved in a straight line then suddenly changed direction.,2018-10-23
3764,2011-06-03 23:40,Cambridge,MA,light,60 hrs,9712,On my way home at 9 PM We saw what appeared to be a light in the sky.  Moved at a very high altitude.  Not the first sighting in this area.  It was much too large to be a drone.,2011-08-31
3765,2019-07-04 21:52,Missoula,MT,LIGHT,45s,249,While camping at 9 PM I spotted a glowing light shape moving across the sky. It was glowing white. It moved from north to south very slowly.,2019-09-12
3766,2010-06-23 23:47,Tulsa,OK,sphere,~10 min,1096,Stargazing at 1:00 AM There was a strange sphere hovering over the treeline. It was blue-green. It split into two separate lights.,2010-09-03
3767,2006-04-20 07:16,Fort Collins,CO,Circle,a couple seconds,68,At exactly 3:00 AM What looked like a circle was seen in the western sky. It was reddish-orange. The object appeared to descend then rose back up. Made a low humming sound. Completely silent.,2006-07-18
3768,2016-09-14 14:24,Rochester,NY,sphere,10-15 minutes,1440,Returning from work at midnight Noticed a sphere moving erratically across the sky. It was amber. Moved slowly at first then accelerated at incredible speed. Other witnesses were present.,2016-10-20
3769,2015-11-13 21:29,Dallas,TX,changing,  3 seconds,52,Around 2:30 AM A bright changing appeared suddenly in the sky. It was red. Dropped rapidly then stopped mid-air. Several neighbors also saw it. There was a faint buzzing noise.,2015-11-26
3770,2002-10-22 21:50,Huntsville,AL,Cylinder,split second,95,Shortly before 9 PM We saw what appeared to be a cylinder in the sky. It moved from north to south very slowly. Made a low humming sound.,2002-12-26
3771,2015-09-26 19:07,Reno,NV,circle,3-6 minutes,1201,Just after 3:00 AM I noticed a bright circle-shaped object in the sky. It was red. It zigzagged across the sky before disappearing.,2015-10-04
3772,2004-07-03 15:25,El Paso,TX,Cigar,ongoing,15506,I looked up at predawn and There was a strange cigar hovering over the treeline. It was pure white. It split into two separate lights.,2004-07-08
3773,2018-07-04 22:24,Detroit,MI,DISK,~10 sec,6,Just after 3:00 AM Saw a very bright disk-shaped object. It moved from north to south very slowly. Phone camera would not focus on it.,2018-07-15
3774,2015-12-20 23:58,San Francisco,CA,Disk,a few hours,11048,Walking the dog at dusk My attention was drawn to a disk-shaped light. It was glowing white. Traveled from horizon to horizon in seconds. Clear sky conditions.,2016-02-16
3775,2011-01-09 06:33,Cleveland,OH,light,20 hours,13079,We were sitting outside around 9:15 PM when Observed a light shaped craft silently moving. It was red. It split into two separate lights. My dog started barking. I am a skeptic but cannot explain what I saw.,2011-04-05
3776,2007-12-17 18:56,Richmond,VA,Light,a few seconds,108,At approximately 8:00 PM A single light object was visible for several minutes. It was bright orange. The object appeared to descend then rose back up.,2008-02-18
3777,2011-04-29 21:29,Hartford,CT,triangle,~2 sec,17,I looked up at 9 PM and A single triangle object was visible for several minutes. It was pulsating red. It moved from north to south very slowly.,2011-07-25
3778,2002-10-17 19:19,Omaha,NE,cigar,30 mins,1756,Just after predawn Multiple cigar shaped objects appeared. It was blue. Remained stationary then vanished. I managed to take a photo but it came out blurry. This was unlike any drone.,2002-11-24
3779,2018-07-03 22:36,Chicago,IL,triangle,  3 seconds,64,Returning from work at 10:30 PM There was a strange triangle hovering over the treeline. It was glowing white. The object appeared to descend then rose back up.,2018-08-25
3780,2013-07-25 15:47,Philadelphia,PA,other,15 min,1526,Returning from work at 10 PM My attention was drawn to a other-shaped light. It was blue. Moved at a very high altitude. No trail or exhaust visible.,2013-10-07
3781,2015-07-08 13:38,Yonkers,NY,unknown,  15 seconds,62,Walking the dog at 10:30 PM My attention was drawn to a unknown-shaped light. Flew in a circular pattern.,2015-08-27
3782,2014-11-27 23:19,Miami,FL,disk,5-10 seconds,35,Returning from work at late evening Multiple disk shaped objects appeared. The object appeared to descend then rose back up. Called the local police. Other witnesses were present.,2015-01-17
3783,2014-07-05 20:32,Louisville,KY,unknown,over an hour,11567,Stargazing at 11 PM There was a strange unknown hovering over the treeline. It was bright orange. Drifted slowly westward.,2014-07-08
3784,2015-10-15 08:28,Louisville,KY,sphere,over an hour,5719,At exactly late evening I spotted a glowing sphere shape moving across the sky. It moved from north to south very slowly. Phone camera would not focus on it. Car radio had static.,2015-11-21
3785,2020-06-13 18:16,Springfield,IL,flash,a few seconds,57,I was outside at 11 PM when There was a strange flash hovering over the treeline. Flew in a circular pattern. I am a skeptic but cannot explain what I saw. My whole family witnessed this.,2020-06-18
3786,2016-11-15 01:54,Erie,PA,Oval,around 20 minutes,1044,Around 3:00 AM Multiple oval shaped objects appeared. It was yellowish. Made a sharp 90-degree turn which no aircraft could do. I have 20/20 vision. Made a low humming sound.,2017-01-08
3787,2016-05-19 20:42,Boulder,CO,other,ongoing,16154,I looked up at 11 PM and Witnessed a other-like object at high altitude. The object moved in a straight line then suddenly changed direction.,2016-08-04
3788,2011-08-10 11:04,Duluth,MN,triangle,a few minutes,348,At approximately around 10 My attention was drawn to a triangle-shaped light. It was glowing white. Moved slowly at first then accelerated at incredible speed. Not the first sighting in this area.,2011-10-26
3789,2017-07-24 09:25,Fresno,CA,fireball,approx. 15 min,1457,Walking the dog at 11 PM Multiple fireball shaped objects appeared. It zigzagged across the sky before disappearing. Made a low humming sound.,2017-08-24
3790,2022-02-27 14:10,Paterson,NJ,cigar,a few hours,5433,Just after 11:00 PM There was a strange cigar hovering over the treeline. It was bright orange. Drifted slowly westward. Phone camera would not focus on it.,2022-03-18
3791,2013-07-01 20:12,Des Moines,IA,Light,ongoing,9721,While driving at 1:00 AM There was a strange light hovering over the treeline. It was blue-green. Hovered in place for several minutes without making any sound. Made a low humming sound. I have seen satellites and this was NOT a satellite.,2013-07-12
3792,2014-11-09 20:16,Wichita,KS,light,~15 sec,84,Returning from work at 8:30 PM There was a large light object in the northern sky. It was glowing white. Moved slowly at first then accelerated at incredible speed. Electronics malfunctioned nearby.,2014-12-02
3793,2011-01-31 16:58,Asheville,NC,Chevron,60 hrs,7270,Shortly before 11 PM Saw a very bright chevron-shaped object. Hovered in place for several minutes without making any sound.,2011-04-20
3794,2006-08-02 16:27,Paterson,NJ,Light,ongoing,15201,Around 11:00 PM A light-shaped object was hovering above us. It was silver. The object moved in a straight line then suddenly changed direction. Other witnesses were present. No sound at all.,2006-08-10
3795,2006-07-30 01:46,Camden,NJ,light,20 hrs,8217,At exactly 1:00 AM Witnessed a light-like object at high altitude. It was silver. Drifted slowly westward. It left a trail behind it. Not the first sighting in this area.,2006-09-09
3796,2004-07-14 21:24,Cincinnati,OH,LIGHT,maybe 45 seconds,32,While driving at 3:00 AM Noticed a light moving erratically across the sky. The object moved in a straight line then suddenly changed direction. Completely silent. Temperature seemed to drop.,2004-09-23
3797,2017-07-03 13:15,Vancouver,WA,Disk,2 to 3 minutes,1644,I looked up at dusk and We saw what appeared to be a disk in the sky. It was amber. Remained stationary then vanished. It was much too large to be a drone.,2017-09-17
3798,2017-06-30 14:51,Casper,WY,Light,approx. 15 min,952,Stargazing at predawn Noticed a light moving erratically across the sky. It was amber. The object moved in a straight line then suddenly changed direction. I was completely sober.,2017-08-19
3799,2010-09-06 20:25,Raleigh,NC,circle,not sure,152,Around 11:00 PM Observed a circle shaped craft silently moving. It was green. Drifted slowly westward.,2010-09-20
3800,2018-07-16 17:40,Orlando,FL,Sphere,20 min,760,I was outside at 11:45 PM when A bright sphere appeared suddenly in the sky. The object appeared to descend then rose back up. I managed to take a photo but it came out blurry.,2018-07-17
3801,2023-05-10 21:38,Asheville,NC,light,approximately 3 seconds,27,Shortly before late evening Noticed a light moving erratically across the sky. It was yellowish. Drifted slowly westward.,2023-06-04
3802,2020-02-19 22:30,Oakland,CA,light,20min,1667, On my way home at 11:45 PM Multiple light shaped objects appeared. It was pure white. The object moved in a straight line then suddenly changed direction. It left a trail behind it. It was much too large to be a drone.,2020-04-27
3803,2017-09-21 17:39,Louisville,KY,diamond,about half an hour,8051,At exactly late evening My attention was drawn to a diamond-shaped light. Hovered in place for several minutes without making any sound. Not the first sighting in this area.,2017-10-30
3804,2010-06-09 07:54,Charleston,SC,diamond,several minutes,192,Around 10 PM Noticed a diamond moving erratically across the sky. It was blue. Hovered in place for several minutes without making any sound.,2010-08-27
3805,2012-05-23 15:01,Athens,GA,rectangle,over 10 hours,10135,Stargazing at dusk There was a strange rectangle hovering over the treeline. It was bright white. Moved at a very high altitude.,2012-06-17
3806,2014-03-10 10:41,Las Vegas,NV,light,approx. 90 min,1147,While camping at 11:00 PM What looked like a light was seen in the western sky. It was amber. Traveled from horizon to horizon in seconds. Reported to MUFON as well. There were no clouds.,2014-05-11
3807,2007-08-11 22:01,Bethesda,MD,cylinder,over an hour,5510,At approximately 2:30 AM Noticed a cylinder moving erratically across the sky. It was blue. Moved slowly at first then accelerated at incredible speed. Not the first sighting in this area. Not the first sighting in this area.,2007-10-18
3808,2006-06-07 13:51,Minneapolis,MN,triangle,about 5 seconds,49,I looked up at 8:00 PM and Multiple triangle shaped objects appeared. It was bright white. It split into two separate lights. There was a faint buzzing noise. There were no clouds.,2006-06-09
3809,2012-01-08 15:22,Dayton,OH,Light,3-5 minutes,1183,Around 11:00 PM A light-shaped object was hovering above us. It hovered silently for a while then moved away quickly.,2012-02-09
3810,2023-01-22 17:38,Bend,OR,Disk,90 minutes,1338,At about 11:45 PM Observed a disk shaped craft silently moving. It was yellowish. Remained stationary then vanished. Partly cloudy.,2023-03-05
3811,2013-09-17 18:55,Washington,DC,triangle,3-5 minutes,1160,Stargazing at dusk Noticed a triangle moving erratically across the sky. Moved slowly at first then accelerated at incredible speed. Several neighbors also saw it. Car radio had static.,2013-12-02
3812,2006-09-25 13:51,Tempe,AZ,Oval,maybe 45 seconds,101,At about 10:30 PM We saw what appeared to be a oval in the sky.  Drifted slowly westward.  This was unlike any drone.  There were pulsating lights.,2006-11-02
3813,2021-08-04 21:37,Portland,OR,LIGHT,over an hour,5967,At approximately 11 PM Multiple light shaped objects appeared. Hovered in place for several minutes without making any sound. My whole family witnessed this.,2021-08-05
3814,1999-09-29 21:23,St. Paul,MN,triangle,maybe 45 seconds,13,Shortly before 9:15 PM My attention was drawn to a triangle-shaped light. It zigzagged across the sky before disappearing. I know what I saw. I was completely sober.,1999-10-03
3815,2005-12-10 01:52,Austin,TX,oval,instant,108,Walking the dog at dusk We saw what appeared to be a oval in the sky.  Made a sharp 90-degree turn which no aircraft could do.  It left a trail behind it.,2006-02-09
3816,2015-04-18 14:14,Greenville,SC,circle,45 hrs,3613,Returning from work at 11:45 PM I spotted a glowing circle shape moving across the sky. It was pulsating red. Hovered in place for several minutes without making any sound. Clear sky conditions. Electronics malfunctioned nearby.,2015-05-23
3817,2013-11-16 20:56,Arlington,TX,light,a few seconds,113,I was outside at early morning when Witnessed a light-like object at high altitude. It was pulsating red. It split into two separate lights. Called the local police.,2014-02-06
3818,2005-03-03 21:30,Miami,FL,formation,20s,196,While driving at late evening A single formation object was visible for several minutes. It was bright orange. Hovered in place for several minutes without making any sound.,2005-03-25
3819,2011-06-20 17:52,Sacramento,CA,light,ongoing,8196,We were sitting outside around sunset when Witnessed a light-like object at high altitude. Traveled from horizon to horizon in seconds. Called the local police.,2011-09-17
3820,2012-11-03 15:42,San Diego,CA,light,30 hrs,9497,Shortly before 10:00 PM There was a large light object in the northern sky. Traveled from horizon to horizon in seconds. No trail or exhaust visible.,2012-12-29
3821,2019-10-23 18:10,San Diego,CA,unknown,3min,518,Shortly before midnight There was a large unknown object in the northern sky. It zigzagged across the sky before disappearing.,2019-11-11
3822,2011-07-04 22:55,Charleston,WV,Light,  30 seconds,21,At about sunset Multiple light shaped objects appeared. It was green. It zigzagged across the sky before disappearing.,2011-08-13
3823,2004-03-03 17:49,Madison,WI,Triangle,several seconds,36,Just after 2:30 AM Observed a triangle shaped craft silently moving. It was glowing white. Moved erratically with sudden stops and starts. I know what I saw. No sound at all.,2004-05-14
3824,2013-10-15 23:38,Jersey City,NJ,Light,ongoing,33389,Just after sunset We saw what appeared to be a light in the sky. Hovered in place for several minutes without making any sound. Partly cloudy. I have seen satellites and this was NOT a satellite.,2013-11-21
3825,1997-04-17 12:27,Tucson,AZ,diamond,~45 min,1669,I looked up at 10 PM and Noticed a diamond moving erratically across the sky. Remained stationary then vanished.,1997-06-21
3826,1999-08-08 21:05,Baton Rouge,LA,triangle,about 15 hour,8046,On my way home at late evening A single triangle object was visible for several minutes.  It was pulsating red.  Moved erratically with sudden stops and starts.  I was completely sober.  I am a pilot and have never seen anything like this.,1999-08-18
3827,2003-10-28 16:22,Newark,NJ,Cylinder,over an hour,8821,We were sitting outside around 9:15 PM when My attention was drawn to a cylinder-shaped light. It was pure white. Remained stationary then vanished. Several neighbors also saw it.,2003-11-22
3828,2009-03-03 15:35,Baton Rouge,LA,FIREBALL,approximately 20 seconds,18,At exactly 9:15 PM Observed a fireball shaped craft silently moving. It was bright white. The object appeared to descend then rose back up. There were pulsating lights. There was a faint buzzing noise.,2009-04-02
3829,2009-04-30 09:51,Reading,PA,LIGHT,all night,20959,Stargazing at 9 PM My attention was drawn to a light-shaped light. Drifted slowly westward. I am a pilot and have never seen anything like this. Temperature seemed to drop.,2009-05-30
3830,1999-01-21 15:13,Rapid City,SD,light,10-20 seconds,47,At about 11:45 PM A single light object was visible for several minutes. It was reddish-orange. Drifted slowly westward.,1999-03-17
3831,2001-10-29 19:49,Yonkers,NY,Cigar,30 seconds,16,On my way home at late evening A cigar-shaped object was hovering above us. It was yellowish. Moved at a very high altitude.,2001-11-25
3832,2002-07-29 20:19,Rochester,NY,cylinder,over 20 hours,2743,WALKING THE DOG AT 11:00 PM NOTICED A CYLINDER MOVING ERRATICALLY ACROSS THE SKY. MOVED AT A VERY HIGH ALTITUDE. CALLED THE LOCAL POLICE. I HAVE 20/20 VISION.,2002-09-01
3833,2002-04-12 01:49,St. Paul,MN,other,30+ minutes,1762,While driving at 10 PM A other-shaped object was hovering above us. It was red. Hovered in place for several minutes without making any sound. Not the first sighting in this area. This was NOT a plane or helicopter.,2002-05-12
3834,2009-08-13 17:47,Fort Wayne,IN,triangle,all night,26371,Shortly before 11 PM Noticed a triangle moving erratically across the sky. It was blue. Made a sharp 90-degree turn which no aircraft could do. There were pulsating lights.,2009-10-11
3835,2001-12-16 11:03,Denver,CO,oval,10-15 minutes,1329,While driving at 10:00 PM We saw what appeared to be a oval in the sky. Drifted slowly westward. It left a trail behind it.,2002-01-07
3836,2012-05-16 21:56,Yonkers,NY,TRIANGLE,about 90 hour,1904,I was outside at around 10 when There was a large triangle object in the northern sky. Moved at a very high altitude.,2012-06-14
3837,1998-07-04 17:10,Fresno,CA,SPHERE,a couple seconds,30,On my way home at sunset There was a large sphere object in the northern sky. Remained stationary then vanished. There were no clouds. Made a low humming sound.,1998-09-11
3838,2012-03-08 18:53,Los Angeles,CA,other,3-5 minutes,1183,On my way home at 11 PM Witnessed a other-like object at high altitude.  Drifted slowly westward.  I have 20/20 vision.,2012-05-10
3839,2011-04-02 23:44,Raleigh,NC,Sphere,20min,599,Just after 2:30 AM A sphere-shaped object was hovering above us.  Dropped rapidly then stopped mid-air.  Electronics malfunctioned nearby.,2011-04-05
3840,2020-02-11 17:31,St. Petersburg,FL,Sphere,30 seconds to 1 minute,157,I was outside at early morning when Multiple sphere shaped objects appeared. It was pure white. It hovered silently for a while then moved away quickly. It was much too large to be a drone. The object had lights around its edge.,2020-03-28
3841,2017-05-28 19:56,San Jose,CA,light,about 10 seconds,115,Returning from work at 3:00 AM A light-shaped object was hovering above us. It was pulsating red. Remained stationary then vanished. I have seen satellites and this was NOT a satellite. Not the first sighting in this area.,2017-07-17
3842,2008-12-19 23:16,Paterson,NJ,formation,all night,14137,Returning from work at 10:30 PM A formation-shaped object was hovering above us. Remained stationary then vanished. I am a pilot and have never seen anything like this.,2009-02-06
3843,2011-07-22 22:00,El Paso,TX,light,20 min,89,Shortly before 10:00 PM Saw a very bright light-shaped object.  It was amber.  Dropped rapidly then stopped mid-air.  There were pulsating lights.  I am a skeptic but cannot explain what I saw.,2011-09-04
3844,2022-04-21 19:05,Pittsburgh,PA,triangle,1-2 minutes,1456,On my way home at midnight Witnessed a triangle-like object at high altitude. It zigzagged across the sky before disappearing.,2022-06-22
3845,2012-05-21 21:13,Jackson,MS,formation,about 5 minutes,806,At exactly just after dark What looked like a formation was seen in the western sky. It was pulsating red. Made a sharp 90-degree turn which no aircraft could do. Not the first sighting in this area. Called the local police.,2012-06-15
3846,2005-06-15 20:33,Madison,WI,light,2 to 3 minutes,1764,While camping at 11:45 PM A light-shaped object was hovering above us. It was glowing white. Remained stationary then vanished. Clear sky conditions. It was much too large to be a drone.,2005-08-10
3847,2020-02-25 23:02,Roswell,NM,fireball,20 min,1061,Shortly before 8:30 PM A fireball-shaped object was hovering above us. It was multi-colored. Made a sharp 90-degree turn which no aircraft could do.,2020-04-21
3848,2012-08-16 08:51,El Paso,TX,circle,~45 min,53,Stargazing at just after dark We saw what appeared to be a circle in the sky. It was silver. Remained stationary then vanished.,2012-10-07
